npi,provider_first_name,provider_last_name,credential,specialty,group_practice,street_address,city,state,zip,phone,accepting_new_patients,plan_tiers_accepted,telehealth_available,languages_spoken,hospital_affiliation
1471522500,Donald,Martin,MD,Pain Management,Great Lakes Health System,753 Medical Center Dr,Evanston,IL,60201,(316) 595-5203,Yes,"Bronze,Silver,Gold",No,"English,Hindi",University Medical Center
1578413078,Rahul,Williams,MD,Vascular Surgery,Great Lakes Health System,5348 Commerce St,Chicago,IL,60601,(298) 371-9814,Yes,"Bronze,Silver,Gold",Yes,"English,French",N/A (outpatient only)
1930627638,Karen,Nguyen,DO,Dermatology,University Health Associates,1281 Maple Dr,Springfield,IL,62701,(670) 934-6434,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1952781636,Thomas,Perez,DO,Infectious Disease,Great Lakes Health System,4337 Health Plaza,Evanston,IL,60201,(661) 845-7626,No,Gold,Yes,English,N/A (outpatient only)
1227029844,Wei,Smith,MD,Pediatrics,SilverShield Medical Group,1289 Medical Center Dr,Champaign,IL,61820,(308) 496-5937,Yes,Gold,Yes,English,Lake Shore Medical Center
1982747173,Mary,Rodriguez,MD,Nephrology,Great Lakes Health System,2334 Health Plaza,Champaign,IL,61820,(502) 849-3360,Yes,Gold,Yes,"English,Hindi",University Medical Center
1251799039,Linda,Williams,MD,Infectious Disease,University Health Associates,8900 Commerce St,Chicago,IL,60601,(512) 415-6633,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",Midwest Regional Medical Center
1337069279,Yuki,Thompson,MD,OB/GYN,Prairie Regional Medical,9394 Main St,Champaign,IL,61820,(672) 860-2198,Yes,"Bronze,Silver,Gold",No,English,Midwest Regional Medical Center
1879095530,Fatima,Martinez,DO,Radiology,Prairie Regional Medical,3942 Oak Ave,Aurora,IL,60505,(834) 271-4170,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",University Medical Center
1808049250,Betty,Scott,MD,Infectious Disease,Independent Practice,5282 Health Plaza,Naperville,IL,60540,(204) 520-5033,Yes,"Bronze,Silver,Gold",No,"English,Spanish,Portuguese",Prairie Community Hospital
1244209787,Margaret,Rodriguez,NP,Rheumatology,Independent Practice,5104 University Ave,Champaign,IL,61820,(311) 379-2343,Yes,"Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1772826911,John,Jones,MD,General Surgery,SilverShield Medical Group,9633 Center Rd,Evanston,IL,60201,(987) 804-4485,Yes,"Bronze,Silver,Gold",No,"English,Hindi",University Medical Center
1606917752,Barbara,Hall,MD,Neurology,Heartland Medical Associates,2293 University Ave,Champaign,IL,61820,(722) 292-7500,Yes,"Bronze,Silver,Gold",Yes,"English,French",Midwest Regional Medical Center
1966015789,Yuki,Anderson,PA-C,Cardiology,Community Care Clinic,2708 Maple Dr,Decatur,IL,62521,(779) 875-3395,No,Gold,Yes,"English,Spanish",Lake Shore Medical Center
1348839570,John,Thompson,DO,Neurology,SilverShield Medical Group,3487 Commerce St,Joliet,IL,60431,(597) 680-8448,Yes,"Bronze,Silver,Gold",No,English,N/A (outpatient only)
1659819889,Nancy,Thompson,MD,Nephrology,Prairie Regional Medical,6271 Health Plaza,Joliet,IL,60431,(801) 869-2275,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Lake Shore Medical Center
1478921345,Matthew,Martinez,NP,Vascular Surgery,SilverShield Medical Group,8322 Maple Dr,Peoria,IL,61602,(369) 435-2263,Yes,"Silver,Gold",Yes,"English,Spanish",Midwest Regional Medical Center
1488933925,Omar,Davis,MD,Pulmonology,Independent Practice,1956 University Ave,Peoria,IL,61602,(690) 415-3641,No,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1715776454,Fatima,Anderson,MD,Emergency Medicine,SilverShield Medical Group,9476 Maple Dr,Springfield,IL,62701,(370) 464-3949,No,"Bronze,Silver,Gold",Yes,"English,French",N/A (outpatient only)
1810543344,Charles,Garcia,MD,Rheumatology,Community Care Clinic,7991 Maple Dr,Rockford,IL,61101,(620) 815-3338,Yes,"Bronze,Silver,Gold",No,"English,Spanish",N/A (outpatient only)
1836147907,Margaret,Chen,MD,Infectious Disease,Midwest Health Partners,3865 Health Plaza,Evanston,IL,60201,(335) 311-1271,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Midwest Regional Medical Center
1750162509,Michael,Thomas,NP,Vascular Surgery,SilverShield Medical Group,8806 Commerce St,Chicago,IL,60601,(295) 693-3135,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Springfield General Hospital
1849088260,Chen,Nguyen,MD,Allergy & Immunology,Community Care Clinic,6346 Medical Center Dr,Decatur,IL,62521,(959) 979-2600,No,"Silver,Gold",No,English,Midwest Regional Medical Center
1189998443,Charles,Nelson,PA-C,Pulmonology,Heartland Medical Associates,3196 Main St,Springfield,IL,62701,(791) 735-2930,Yes,"Bronze,Silver,Gold",Yes,"English,French",Prairie Community Hospital
1538994061,Sandra,Miller,MD,Pulmonology,Heartland Medical Associates,4381 Commerce St,Evanston,IL,60201,(778) 574-5514,No,"Silver,Gold",Yes,"English,Hindi",University Medical Center
1618045811,Susan,Hall,PA-C,Nephrology,Community Care Clinic,4257 Lake Shore Dr,Decatur,IL,62521,(552) 992-7522,Yes,"Bronze,Silver,Gold",Yes,English,N/A (outpatient only)
1273726191,Michael,White,PA-C,Endocrinology,Independent Practice,9120 Center Rd,Springfield,IL,62701,(364) 598-1086,Yes,"Silver,Gold",Yes,"English,Hindi",Lake Shore Medical Center
1194640346,John,Thompson,MD,Radiology,Midwest Health Partners,718 Health Plaza,Evanston,IL,60201,(828) 871-9536,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Midwest Regional Medical Center
1787507560,Rahul,Kim,MD,Dermatology,Heartland Medical Associates,3290 Main St,Decatur,IL,62521,(722) 728-4795,Yes,"Bronze,Silver,Gold",No,"English,Spanish",N/A (outpatient only)
1100308454,David,Garcia,MD,Speech Therapy,University Health Associates,5885 Health Plaza,Evanston,IL,60201,(800) 405-9482,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Prairie Community Hospital
1879685499,Maria,Scott,DO,Radiology,Heartland Medical Associates,3807 Center Rd,Rockford,IL,61101,(665) 613-1076,Yes,"Silver,Gold",Yes,"English,Hindi",Springfield General Hospital
1699825163,John,Hernandez,MD,Oncology,Midwest Health Partners,8509 Lake Shore Dr,Champaign,IL,61820,(788) 456-8254,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Midwest Regional Medical Center
1913330750,Margaret,Chen,NP,Vascular Surgery,SilverShield Medical Group,7996 Oak Ave,Aurora,IL,60505,(269) 591-4610,Yes,Gold,Yes,"English,Mandarin",University Medical Center
1675151857,James,Thompson,MD,Psychiatry,Midwest Health Partners,6636 Medical Center Dr,Chicago,IL,60601,(767) 382-8807,Yes,Gold,Yes,"English,Hindi",Prairie Community Hospital
1296263306,Richard,Martinez,MD,Neurology,Great Lakes Health System,4448 Park Blvd,Rockford,IL,61101,(407) 455-6833,Yes,"Bronze,Silver,Gold",Yes,English,N/A (outpatient only)
1812346179,Rahul,Carter,MD,Speech Therapy,SilverShield Medical Group,8001 Medical Center Dr,Decatur,IL,62521,(522) 704-5501,No,"Silver,Gold",No,English,Midwest Regional Medical Center
1905488247,Carlos,Wilson,MD,Urology,University Health Associates,7936 Commerce St,Springfield,IL,62701,(714) 555-7450,Yes,"Bronze,Silver,Gold",Yes,"English,French",University Medical Center
1593997037,Daniel,Smith,MD,Urgent Care,Great Lakes Health System,6316 Center Rd,Chicago,IL,60601,(533) 570-5254,Yes,"Bronze,Silver,Gold",No,"English,Spanish",Prairie Community Hospital
1606103226,Yuki,Lewis,DO,Orthopedics,Community Care Clinic,7045 Park Blvd,Evanston,IL,60201,(917) 970-7099,Yes,"Bronze,Silver,Gold",No,English,Midwest Regional Medical Center
1713546516,William,Wilson,MD,Plastic Surgery,Midwest Health Partners,4522 Park Blvd,Champaign,IL,61820,(642) 590-4212,Yes,"Silver,Gold",Yes,"English,Spanish,Portuguese",Springfield General Hospital
1289630619,Mark,Martinez,MD,Vascular Surgery,Independent Practice,8072 Lake Shore Dr,Aurora,IL,60505,(775) 781-1781,No,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1973830502,Thomas,Rodriguez,DO,Rheumatology,Independent Practice,4356 Medical Center Dr,Joliet,IL,60431,(773) 770-5222,Yes,"Bronze,Silver,Gold",Yes,English,Prairie Community Hospital
1829699746,Omar,Jackson,MD,Infectious Disease,Prairie Regional Medical,4763 Medical Center Dr,Joliet,IL,60431,(889) 722-8987,No,"Bronze,Silver,Gold",Yes,"English,Hindi",Prairie Community Hospital
1597950004,Barbara,Anderson,DO,Pulmonology,University Health Associates,1268 Oak Ave,Naperville,IL,60540,(551) 433-6136,Yes,Gold,No,"English,Hindi",N/A (outpatient only)
1524616925,Nancy,Kim,DO,Occupational Therapy,Community Care Clinic,6882 Maple Dr,Naperville,IL,60540,(223) 328-4844,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",Lake Shore Medical Center
1210605413,Michael,Jones,NP,Nephrology,SilverShield Medical Group,531 Health Plaza,Champaign,IL,61820,(983) 285-2702,Yes,"Bronze,Silver,Gold",Yes,English,N/A (outpatient only)
1518594177,Betty,Harris,MD,Occupational Therapy,Heartland Medical Associates,7360 Maple Dr,Naperville,IL,60540,(739) 374-1468,Yes,Gold,No,"English,Spanish,Portuguese",Lake Shore Medical Center
1601645174,Wei,Moore,PA-C,Rheumatology,Prairie Regional Medical,8935 Maple Dr,Decatur,IL,62521,(811) 667-8126,Yes,Gold,Yes,"English,Hindi",Midwest Regional Medical Center
1964048388,Jennifer,Kim,MD,Radiology,University Health Associates,4356 Maple Dr,Aurora,IL,60505,(210) 200-9574,Yes,Gold,No,English,University Medical Center
1108930425,Rahul,Rodriguez,MD,Family Medicine,University Health Associates,4899 Center Rd,Rockford,IL,61101,(207) 761-7121,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1275309282,Anthony,King,MD,Gastroenterology,Midwest Health Partners,7017 Park Blvd,Champaign,IL,61820,(982) 827-5454,Yes,"Bronze,Silver,Gold",No,English,Midwest Regional Medical Center
1173512612,Susan,Wilson,MD,OB/GYN,Community Care Clinic,7518 Lake Shore Dr,Decatur,IL,62521,(703) 392-6253,Yes,"Silver,Gold",Yes,"English,Hindi",Springfield General Hospital
1299648970,Michael,Young,MD,Cardiology,Community Care Clinic,234 Park Blvd,Chicago,IL,60601,(354) 215-9086,Yes,Gold,Yes,"English,Mandarin",Lake Shore Medical Center
1498784578,Emily,Williams,DO,Pediatrics,Prairie Regional Medical,1018 Lake Shore Dr,Evanston,IL,60201,(273) 756-8702,Yes,"Silver,Gold",No,"English,Spanish,Portuguese",Lake Shore Medical Center
1989328868,James,Davis,MD,Endocrinology,Community Care Clinic,4149 Main St,Rockford,IL,61101,(671) 952-2539,Yes,"Bronze,Silver,Gold",Yes,"English,French",Prairie Community Hospital
1446886458,David,Williams,PA-C,Urology,Midwest Health Partners,4250 University Ave,Aurora,IL,60505,(403) 569-1853,Yes,"Bronze,Silver,Gold",Yes,"English,French",Lake Shore Medical Center
1448443704,James,Anderson,MD,Infectious Disease,Midwest Health Partners,6584 Park Blvd,Springfield,IL,62701,(243) 795-8786,Yes,Gold,Yes,"English,Spanish",Midwest Regional Medical Center
1636784164,Jennifer,Carter,DO,Pain Management,SilverShield Medical Group,1079 Medical Center Dr,Naperville,IL,60540,(918) 749-2759,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",University Medical Center
1946711815,Matthew,Kim,MD,Family Medicine,University Health Associates,5968 Maple Dr,Aurora,IL,60505,(240) 696-8168,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",University Medical Center
1300388921,Wei,Walker,DO,Occupational Therapy,Community Care Clinic,4610 Center Rd,Champaign,IL,61820,(364) 270-9702,Yes,"Bronze,Silver,Gold",No,"English,Spanish,Portuguese",Prairie Community Hospital
1681544961,Sandra,Chen,MD,Speech Therapy,University Health Associates,3139 Main St,Decatur,IL,62521,(572) 994-4912,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",University Medical Center
1833606377,Rahul,Perez,MD,Hematology,Heartland Medical Associates,5385 Health Plaza,Joliet,IL,60431,(313) 298-9572,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",Springfield General Hospital
1316980704,Michael,Martinez,MD,OB/GYN,SilverShield Medical Group,9455 Health Plaza,Peoria,IL,61602,(738) 838-5193,Yes,Gold,Yes,"English,Hindi",N/A (outpatient only)
1176100340,James,White,NP,Pain Management,Midwest Health Partners,7768 Main St,Joliet,IL,60431,(771) 961-7814,Yes,"Bronze,Silver,Gold",No,"English,Hindi",Springfield General Hospital
1888448988,John,Allen,DO,Dermatology,Midwest Health Partners,1758 Park Blvd,Champaign,IL,61820,(594) 394-4164,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",N/A (outpatient only)
1699299989,Mark,Miller,MD,Radiology,Community Care Clinic,7097 Oak Ave,Naperville,IL,60540,(384) 763-7579,Yes,"Silver,Gold",Yes,"English,Mandarin",Prairie Community Hospital
1690645339,Daniel,Hall,MD,Speech Therapy,University Health Associates,5399 Center Rd,Rockford,IL,61101,(776) 758-4504,No,"Bronze,Silver,Gold",No,"English,Mandarin",Lake Shore Medical Center
1580499237,Ashley,Smith,MD,Psychiatry,SilverShield Medical Group,8580 Maple Dr,Aurora,IL,60505,(206) 507-4635,Yes,Gold,Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1982978122,Nancy,Perez,PA-C,Nephrology,Prairie Regional Medical,1644 Main St,Peoria,IL,61602,(564) 359-3267,Yes,Gold,Yes,"English,Spanish",Prairie Community Hospital
1970884334,Betty,Garcia,MD,Endocrinology,Great Lakes Health System,1364 Medical Center Dr,Peoria,IL,61602,(377) 699-2562,Yes,"Bronze,Silver,Gold",Yes,English,Springfield General Hospital
1927749187,Margaret,Walker,MD,Pulmonology,Midwest Health Partners,3814 Center Rd,Springfield,IL,62701,(849) 996-7266,Yes,Gold,Yes,"English,Mandarin",University Medical Center
1706570606,Barbara,Clark,PA-C,Physical Therapy,Great Lakes Health System,2609 Main St,Evanston,IL,60201,(656) 970-9269,Yes,"Silver,Gold",Yes,"English,Mandarin",Lake Shore Medical Center
1258927104,William,Lewis,DO,Ophthalmology,SilverShield Medical Group,9080 Health Plaza,Aurora,IL,60505,(287) 608-9221,No,"Silver,Gold",Yes,English,University Medical Center
1312717408,Rahul,Patel,MD,Dermatology,Great Lakes Health System,4070 Oak Ave,Aurora,IL,60505,(995) 640-6298,Yes,"Bronze,Silver,Gold",Yes,English,Prairie Community Hospital
1473992719,Richard,Clark,DO,Hematology,SilverShield Medical Group,5094 Maple Dr,Joliet,IL,60431,(831) 652-3389,No,"Bronze,Silver,Gold",Yes,"English,Spanish",N/A (outpatient only)
1501387022,Barbara,Garcia,DO,Occupational Therapy,SilverShield Medical Group,4082 Center Rd,Naperville,IL,60540,(494) 214-6624,Yes,Gold,Yes,English,Springfield General Hospital
1456349916,Karen,Gonzalez,MD,Dermatology,Heartland Medical Associates,9091 University Ave,Decatur,IL,62521,(947) 344-1301,No,"Bronze,Silver,Gold",Yes,"English,Mandarin",Midwest Regional Medical Center
1164542674,Charles,Jackson,MD,Gastroenterology,SilverShield Medical Group,7717 Main St,Chicago,IL,60601,(597) 876-5445,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1515026155,Joseph,King,PA-C,Physical Therapy,Midwest Health Partners,5268 University Ave,Decatur,IL,62521,(744) 290-4054,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",N/A (outpatient only)
1123073060,Robert,Martin,PA-C,Psychiatry,Independent Practice,8127 Health Plaza,Naperville,IL,60540,(218) 555-6765,Yes,Gold,Yes,"English,Hindi",Prairie Community Hospital
1971763327,Patricia,Thompson,MD,Vascular Surgery,SilverShield Medical Group,9192 Lake Shore Dr,Rockford,IL,61101,(355) 549-7436,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",N/A (outpatient only)
1757611451,Joseph,Gupta,MD,Infectious Disease,Prairie Regional Medical,7087 Lake Shore Dr,Decatur,IL,62521,(537) 659-9883,Yes,"Silver,Gold",Yes,"English,Hindi",University Medical Center
1834491630,Richard,Wilson,MD,Physical Therapy,Prairie Regional Medical,7146 Maple Dr,Decatur,IL,62521,(361) 525-2111,Yes,"Silver,Gold",No,"English,Spanish,Portuguese",Midwest Regional Medical Center
1880695706,Mary,Clark,MD,Pulmonology,Heartland Medical Associates,7358 Lake Shore Dr,Naperville,IL,60540,(997) 392-2749,Yes,"Silver,Gold",Yes,"English,Spanish,Portuguese",University Medical Center
1762441268,Nancy,Nelson,MD,Hematology,Great Lakes Health System,9870 Park Blvd,Rockford,IL,61101,(903) 226-6886,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",University Medical Center
1603330974,Sandra,Thomas,MD,Ophthalmology,Community Care Clinic,2353 Maple Dr,Rockford,IL,61101,(431) 233-7694,Yes,Gold,Yes,"English,Spanish",N/A (outpatient only)
1820844854,Richard,White,DO,Orthopedics,Community Care Clinic,8127 Medical Center Dr,Peoria,IL,61602,(452) 637-7633,Yes,"Bronze,Silver,Gold",Yes,"English,French",Prairie Community Hospital
1523216102,Yuki,Wilson,MD,Nephrology,SilverShield Medical Group,8630 Oak Ave,Peoria,IL,61602,(667) 243-5025,No,"Bronze,Silver,Gold",Yes,"English,Hindi",N/A (outpatient only)
1152930584,Richard,Young,NP,Endocrinology,Heartland Medical Associates,4784 University Ave,Naperville,IL,60540,(632) 501-1893,Yes,"Bronze,Silver,Gold",Yes,English,N/A (outpatient only)
1637577213,Linda,Thomas,MD,Vascular Surgery,Prairie Regional Medical,6540 Health Plaza,Joliet,IL,60431,(661) 225-3930,No,"Bronze,Silver,Gold",Yes,English,Springfield General Hospital
1368523822,Daniel,Anderson,DO,Pediatrics,Midwest Health Partners,7462 Medical Center Dr,Chicago,IL,60601,(736) 924-7292,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1459910894,Carlos,Taylor,MD,General Surgery,Prairie Regional Medical,3030 Main St,Evanston,IL,60201,(515) 516-8311,Yes,"Silver,Gold",Yes,"English,Spanish",Midwest Regional Medical Center
1103793417,Yuki,Thompson,MD,Rheumatology,Community Care Clinic,8269 Commerce St,Springfield,IL,62701,(822) 705-4897,Yes,"Bronze,Silver,Gold",Yes,English,Lake Shore Medical Center
1574460059,Jennifer,Nelson,MD,Family Medicine,Great Lakes Health System,9067 Lake Shore Dr,Decatur,IL,62521,(843) 770-4401,Yes,"Silver,Gold",Yes,English,N/A (outpatient only)
1474757193,Robert,Taylor,MD,Urgent Care,Heartland Medical Associates,5524 Oak Ave,Springfield,IL,62701,(311) 626-3920,Yes,Gold,Yes,English,N/A (outpatient only)
1721660320,Sandra,Williams,DO,Speech Therapy,Heartland Medical Associates,5389 Medical Center Dr,Evanston,IL,60201,(269) 976-8001,Yes,Gold,Yes,"English,Spanish",Springfield General Hospital
1845841941,Nancy,Lewis,PA-C,Pulmonology,Great Lakes Health System,3525 Center Rd,Springfield,IL,62701,(311) 785-9666,Yes,"Bronze,Silver,Gold",No,English,University Medical Center
1439827006,Thomas,Lopez,MD,Hematology,Independent Practice,2225 Center Rd,Decatur,IL,62521,(708) 732-9154,No,"Silver,Gold",Yes,"English,French",Prairie Community Hospital
1307828574,James,Davis,MD,Rheumatology,Midwest Health Partners,3496 Center Rd,Evanston,IL,60201,(623) 246-6468,Yes,"Bronze,Silver,Gold",Yes,English,N/A (outpatient only)
1316023047,Charles,Thompson,DO,Psychiatry,Heartland Medical Associates,8401 Commerce St,Joliet,IL,60431,(985) 206-2865,Yes,Gold,Yes,"English,French",University Medical Center
1761417815,Mary,Thomas,MD,Oncology,Independent Practice,7949 University Ave,Springfield,IL,62701,(861) 339-8888,Yes,"Bronze,Silver,Gold",No,English,Lake Shore Medical Center
1897344195,Patricia,Lopez,MD,Infectious Disease,Independent Practice,9196 Commerce St,Springfield,IL,62701,(413) 791-6434,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Springfield General Hospital
1464162131,Anthony,Gonzalez,MD,Infectious Disease,University Health Associates,3170 Center Rd,Chicago,IL,60601,(969) 515-6152,Yes,Gold,Yes,English,Lake Shore Medical Center
1355166423,Sandra,Kim,MD,Dermatology,Heartland Medical Associates,2967 Oak Ave,Joliet,IL,60431,(238) 996-4311,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1636929225,Barbara,Jackson,DO,Pain Management,Community Care Clinic,8679 Lake Shore Dr,Joliet,IL,60431,(346) 987-2609,Yes,"Silver,Gold",Yes,English,Lake Shore Medical Center
1866305263,Chen,Davis,MD,Psychiatry,SilverShield Medical Group,9836 Oak Ave,Joliet,IL,60431,(678) 247-2689,Yes,"Bronze,Silver,Gold",No,"English,French",Midwest Regional Medical Center
1444542674,Richard,Jackson,MD,Gastroenterology,Independent Practice,7327 Oak Ave,Aurora,IL,60505,(352) 361-5483,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",University Medical Center
1476151232,Maria,Clark,MD,Cardiology,Heartland Medical Associates,9505 Park Blvd,Naperville,IL,60540,(272) 518-6549,No,"Bronze,Silver,Gold",Yes,English,Lake Shore Medical Center
1825308245,Patricia,Miller,MD,Internal Medicine,Midwest Health Partners,7087 Health Plaza,Naperville,IL,60540,(921) 810-8304,Yes,Gold,No,"English,Spanish,Portuguese",Midwest Regional Medical Center
1865469134,Wei,Garcia,NP,Infectious Disease,Prairie Regional Medical,1622 University Ave,Chicago,IL,60601,(666) 517-8625,No,"Silver,Gold",Yes,"English,Spanish",University Medical Center
1377082043,Sandra,Patel,MD,Physical Therapy,Independent Practice,5420 University Ave,Peoria,IL,61602,(230) 266-8787,Yes,Gold,Yes,English,Midwest Regional Medical Center
1403071541,Matthew,Nelson,MD,Cardiology,Midwest Health Partners,6746 Oak Ave,Joliet,IL,60431,(769) 865-2162,Yes,"Bronze,Silver,Gold",Yes,English,University Medical Center
1543929865,Lisa,Carter,MD,Nephrology,Prairie Regional Medical,8003 Health Plaza,Chicago,IL,60601,(548) 413-8063,No,"Bronze,Silver,Gold",No,"English,Hindi",N/A (outpatient only)
1353568773,Susan,Jones,MD,Plastic Surgery,Community Care Clinic,1973 Center Rd,Decatur,IL,62521,(674) 533-2599,No,"Silver,Gold",No,English,Springfield General Hospital
1742375910,Michael,Nelson,MD,Oncology,Community Care Clinic,1107 Oak Ave,Rockford,IL,61101,(342) 794-1003,Yes,"Silver,Gold",Yes,"English,Hindi",Prairie Community Hospital
1518740692,Yuki,Wilson,NP,Dermatology,Great Lakes Health System,5287 Lake Shore Dr,Decatur,IL,62521,(895) 511-8122,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",University Medical Center
1534003670,William,Young,MD,Radiology,SilverShield Medical Group,113 Commerce St,Joliet,IL,60431,(312) 488-1510,Yes,"Bronze,Silver,Gold",Yes,"English,French",Prairie Community Hospital
1864261139,Anthony,Patel,MD,Pulmonology,Great Lakes Health System,2941 University Ave,Naperville,IL,60540,(392) 768-7301,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1234807378,William,Smith,DO,Emergency Medicine,SilverShield Medical Group,2459 University Ave,Evanston,IL,60201,(339) 286-3248,No,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1587902225,Aisha,Nguyen,PA-C,Plastic Surgery,Community Care Clinic,6403 Medical Center Dr,Rockford,IL,61101,(390) 634-1121,No,"Silver,Gold",No,English,University Medical Center
1718853630,Sandra,Williams,MD,Infectious Disease,Community Care Clinic,6138 Oak Ave,Decatur,IL,62521,(693) 907-2311,Yes,"Bronze,Silver,Gold",No,English,University Medical Center
1184003766,Chen,Carter,DO,Neurology,Community Care Clinic,1379 Commerce St,Decatur,IL,62521,(519) 827-1864,Yes,"Bronze,Silver,Gold",Yes,English,Lake Shore Medical Center
1650467819,Priya,Wilson,DO,Pulmonology,Independent Practice,4927 Lake Shore Dr,Naperville,IL,60540,(236) 911-5981,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1715103737,Patricia,Young,MD,Family Medicine,Heartland Medical Associates,8042 Oak Ave,Naperville,IL,60540,(717) 278-5552,Yes,"Silver,Gold",No,"English,Mandarin",Prairie Community Hospital
1115250362,Linda,Nelson,MD,Pain Management,Prairie Regional Medical,7417 Medical Center Dr,Naperville,IL,60540,(467) 917-4869,No,"Silver,Gold",Yes,"English,Mandarin",Springfield General Hospital
1255767997,Omar,Taylor,NP,Speech Therapy,University Health Associates,6377 Park Blvd,Peoria,IL,61602,(943) 852-3740,Yes,"Bronze,Silver,Gold",No,English,N/A (outpatient only)
1383892497,Linda,Brown,MD,Rheumatology,University Health Associates,7902 Lake Shore Dr,Peoria,IL,61602,(964) 970-9724,Yes,"Bronze,Silver,Gold",Yes,English,Prairie Community Hospital
1255853446,Chen,Nguyen,MD,Psychiatry,Community Care Clinic,6358 Medical Center Dr,Champaign,IL,61820,(899) 242-2595,Yes,"Bronze,Silver,Gold",No,"English,Mandarin",Prairie Community Hospital
1386783352,Michael,Thompson,MD,Endocrinology,Community Care Clinic,4061 Center Rd,Rockford,IL,61101,(732) 545-3947,Yes,"Bronze,Silver,Gold",Yes,"English,French",Springfield General Hospital
1993019801,John,Smith,MD,OB/GYN,Midwest Health Partners,7406 Medical Center Dr,Rockford,IL,61101,(942) 490-5127,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Springfield General Hospital
1161076482,Omar,White,MD,Emergency Medicine,Midwest Health Partners,2065 Oak Ave,Decatur,IL,62521,(333) 584-4027,Yes,"Silver,Gold",No,"English,Mandarin",Lake Shore Medical Center
1809182681,John,Chen,MD,Speech Therapy,University Health Associates,5398 Lake Shore Dr,Naperville,IL,60540,(999) 275-5543,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Springfield General Hospital
1377281586,Thomas,Thomas,NP,Pediatrics,Community Care Clinic,3387 Center Rd,Evanston,IL,60201,(382) 860-9061,Yes,"Silver,Gold",Yes,"English,Spanish",University Medical Center
1790779098,Michael,Kim,MD,OB/GYN,SilverShield Medical Group,1294 Oak Ave,Decatur,IL,62521,(945) 456-8305,Yes,"Bronze,Silver,Gold",Yes,"English,French",N/A (outpatient only)
1100931617,Robert,King,MD,Cardiology,Independent Practice,6511 Center Rd,Springfield,IL,62701,(727) 924-9039,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1938524752,John,Gonzalez,MD,Family Medicine,University Health Associates,7998 Oak Ave,Decatur,IL,62521,(748) 567-6463,Yes,"Bronze,Silver,Gold",Yes,"English,French",N/A (outpatient only)
1197352922,Sandra,Gonzalez,DO,Pediatrics,Community Care Clinic,4850 Park Blvd,Naperville,IL,60540,(767) 240-7294,Yes,Gold,Yes,English,N/A (outpatient only)
1839639093,Matthew,Martinez,DO,Vascular Surgery,Community Care Clinic,3204 Maple Dr,Springfield,IL,62701,(397) 225-4907,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",University Medical Center
1790853694,Betty,Martinez,PA-C,Plastic Surgery,Community Care Clinic,368 Main St,Joliet,IL,60431,(257) 545-1701,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1816525550,Chen,Chen,PA-C,Cardiology,Great Lakes Health System,1280 Main St,Naperville,IL,60540,(700) 869-1312,No,"Bronze,Silver,Gold",Yes,"English,Spanish",N/A (outpatient only)
